3;1;0;0
3;1;1;0
3;1;2;0
3;1;3;0
3;2;3;0
3;3;3;0
3;3;3;1
3;3;3;2
3;3;3;3
16;3;3;2
16;3;3;1
16;3;2;1
16;3;1;1
16;2;1;1
310;1;1;1
425;2;1;1
430;1;1;1
491;2;1;1
634;1;1;1
1235;2;1;1
