SECOND;GOLD;GOLD_KALMAN;SILVER;SILVER_KALMAN;BRONZE;BRONZE_KALMAN;
20340;2286;2314;2446;2478;858;869;
20520;2286;2307;2619;2516;867;869;
20700;2218;2283;2311;2461;878;871;
20880;2357;2303;2421;2450;913;883;
21060;2370;2321;2240;2393;745;845;
21240;2352;2329;2377;2389;775;826;
21420;2319;2327;2241;2349;750;806;
21600;2426;2353;2188;2305;790;801;
21780;2411;2369;2244;2289;711;777;
21960;2372;2370;2170;2257;953;825;
22140;2641;2443;2389;2292;819;823;
22320;2450;2445;2176;2261;842;828;
22500;2430;2441;1997;2190;951;861;
22680;2453;2444;2253;2207;851;859;
22860;2503;2460;2343;2244;851;857;
23040;2169;2381;2102;2205;725;821;
23220;2590;2438;2072;2169;855;830;
23400;2609;2484;2084;2146;849;835;
23580;2634;2525;1929;2088;926;860;
23760;2638;2555;1938;2047;830;852;
23940;2775;2615;1986;2031;715;815;
24120;2706;2639;2187;2073;854;825;
24300;2964;2727;1871;2018;681;786;
24480;2676;2713;1825;1966;918;822;
24660;2795;2735;2080;1997;886;839;
24840;3120;2839;2059;2014;878;850;
25020;3021;2888;1811;1959;746;822;
25200;3028;2926;1983;1965;866;834;
25380;3070;2965;2318;2061;944;863;
25560;2684;2889;2112;2075;940;884;
25740;3102;2947;2124;2088;979;910;
25920;3113;2992;2233;2127;846;893;
26100;3037;3004;2117;2124;912;898;
26280;3050;3016;2260;2161;978;919;
26460;3068;3030;2166;2162;801;887;
26640;3065;3040;2265;2190;922;897;
26820;3194;3081;2292;2218;948;911;
27000;2980;3054;2312;2243;907;910;
27180;3189;3090;2005;2179;893;905;
27360;3356;3162;2364;2229;813;880;
27540;2975;3112;2191;2219;981;907;
27720;3557;3232;2821;2381;940;916;
27900;4125;3473;2826;2501;1061;955;
28080;3763;3551;2944;2621;1049;981;
28260;3868;3637;2940;2707;966;977;
28440;3875;3701;2766;2723;1101;1010;
28620;3881;3750;2613;2693;1123;1041;
28800;3918;3795;2661;2685;1010;1032;
28980;4373;3951;2577;2656;1281;1100;
29160;4269;4037;2758;2683;1091;1097;
29340;4064;4044;2558;2649;1274;1145;
29520;4317;4118;2618;2641;1034;1115;
29700;4222;4146;2664;2647;1272;1157;
29880;4137;4144;2601;2635;1088;1139;
30060;4281;4181;2415;2575;1341;1193;
30240;4248;4199;2422;2534;1391;1247;
30420;4616;4312;2170;2436;1426;1295;
30600;4816;4448;1946;2303;1215;1274;
30780;5080;4619;2345;2315;1141;1238;
30960;5013;4725;2271;2303;1493;1307;
31140;5088;4823;1969;2213;1175;1271;
31320;4909;4846;2231;2218;1372;1298;
31500;4918;4866;2069;2177;1457;1341;
31680;4482;4762;1985;2125;1504;1385;
31860;4677;4739;2084;2114;1490;1414;
32040;4505;4676;2079;2105;1393;1408;
32220;4657;4671;1983;2072;1476;1426;
32400;4512;4628;1994;2051;1546;1459;
32580;4208;4514;1782;1978;1494;1468;
32760;4548;4524;2205;2039;1595;1502;
32940;4569;4536;2016;2033;1442;1486;
33120;4529;4534;2093;2049;1398;1462;
33300;4314;4475;1818;1987;1451;1459;
33480;4470;4473;2076;2011;1442;1455;
33660;4434;4463;2014;2012;1594;1492;
33840;4450;4459;2025;2015;1463;1484;
34020;4552;4484;2022;2017;1466;1479;
34200;4475;4482;1998;2012;1486;1481;
34380;4619;4519;1843;1966;1719;1545;
34560;4369;4478;2039;1986;1490;1530;
34740;4819;4570;2152;2031;1495;1521;
34920;4736;4615;1971;2015;1521;1521;
35100;4678;4632;2013;2014;1335;1471;
35280;4562;4613;1884;1979;1363;1442;
35460;4365;4546;1985;1981;1391;1428;
35640;4079;4420;1921;1965;1688;1498;
35820;4093;4332;1899;1947;1629;1534;
36000;3855;4203;1756;1895;1651;1565;
36180;3558;4029;1698;1842;1815;1633;
36360;3393;3857;1935;1867;2129;1767;
36540;3405;3735;2029;1911;1935;1812;
36720;3164;3581;2348;2029;1984;1859;
36900;2961;3413;2527;2163;1994;1895;
37080;2787;3244;2558;2270;1791;1867;
37260;2751;3111;2748;2399;1654;1809;
37440;2748;3013;2965;2552;1477;1720;
37620;2552;2888;3066;2691;1617;1692;
37800;2633;2819;3042;2786;1551;1654;
37980;2765;2805;2863;2807;1695;1665;
38160;2615;2753;2769;2796;1326;1573;
38340;2698;2738;2591;2741;1492;1551;
38520;2656;2716;2485;2672;1558;1553;
38700;2476;2651;2440;2609;1489;1536;
38880;2479;2605;2683;2629;1443;1511;
39060;2684;2626;2227;2520;1428;1488;
39240;2552;2606;2543;2527;1431;1473;
39420;2422;2556;2801;2601;1449;1466;
39600;2590;2565;2507;2575;1421;1454;
39780;2506;2549;2641;2593;1502;1467;
39960;2405;2510;2678;2616;1435;1458;
40140;2452;2495;2837;2676;1310;1418;
40320;2656;2538;2738;2693;1504;1441;
40500;2439;2511;2750;2708;1359;1419;
40680;2494;2507;2531;2660;1458;1430;
40860;2483;2500;2497;2616;1353;1409;
41040;2269;2438;2476;2578;1423;1413;
41220;2612;2485;2592;2582;1462;1426;
41400;2700;2543;2408;2535;1414;1423;
41580;2471;2524;2316;2476;1244;1374;
41760;2387;2487;2277;2422;1399;1381;
41940;2490;2488;2394;2415;1258;1348;
42120;2428;2471;2515;2442;1328;1342;
42300;2327;2432;2279;2398;1041;1261;
42480;2540;2461;2070;2309;1347;1284;
42660;2378;2439;2221;2285;1370;1307;
42840;2042;2332;2199;2262;1197;1278;
43020;2176;2290;2117;2223;1318;1289;
43200;2132;2247;2260;2233;1352;1306;
43380;2307;2263;2404;2279;1241;1288;
43560;2210;2249;2084;2226;1218;1269;
43740;2238;2246;2179;2214;1243;1262;
43920;2053;2194;2278;2231;1238;1256;
44100;2229;2203;2206;2224;1420;1300;
44280;2274;2222;2292;2243;1289;1297;
44460;2249;2230;2279;2252;1241;1282;
44640;2272;2241;2112;2214;1295;1285;
44820;2191;2228;2124;2190;1294;1288;
45000;2248;2233;2087;2162;1225;1271;
45180;2249;2237;2145;2158;1302;1279;
45360;2181;2222;1959;2104;1146;1243;
45540;2139;2200;1935;2058;1082;1200;
45720;2051;2160;1989;2040;1149;1186;
45900;2047;2129;2033;2038;941;1120;
46080;2106;2123;1662;1936;1132;1123;
46260;2034;2099;1931;1935;1123;1123;
46440;1998;2072;1700;1871;1178;1138;
46620;2225;2113;1955;1894;1051;1114;
46800;2160;2126;1732;1850;1118;1115;
46980;2225;2153;1769;1828;990;1082;
47160;2015;2115;1664;1784;1012;1063;
47340;2081;2106;1622;1740;1108;1075;
47520;2027;2085;1608;1704;1167;1100;
47700;2234;2125;1715;1707;1019;1078;
47880;2191;2143;1865;1750;992;1055;
48060;2274;2178;1794;1762;1183;1089;
48240;1984;2126;1755;1760;1023;1071;
48420;2183;2141;1610;1719;1121;1085;
48600;2013;2107;1875;1761;1002;1062;
48780;2301;2159;1688;1742;1110;1075;
48960;2128;2151;1747;1743;991;1053;
49140;2163;2154;1702;1732;1143;1077;
49320;2293;2192;1722;1729;1098;1083;
49500;2121;2173;1967;1794;931;1042;
49680;2193;2178;1693;1766;937;1013;
49860;2031;2138;1813;1779;1058;1025;
50040;2217;2160;1787;1781;1093;1044;
50220;2218;2175;1869;1805;980;1026;
50400;2003;2129;1794;1802;1055;1034;
50580;2166;2139;1824;1808;1098;1051;
50760;2059;2117;1751;1793;988;1034;
50940;2242;2151;1668;1759;1076;1046;
51120;2069;2129;2134;1860;1004;1034;
51300;2437;2212;2030;1906;1012;1028;
51480;2332;2244;1892;1902;1095;1046;
51660;2250;2246;2087;1952;898;1006;
51840;2301;2261;2213;2023;874;971;
52020;2265;2262;2182;2066;1015;983;
52200;2301;2273;1886;2017;1035;997;
52380;2301;2280;2088;2036;896;970;
52560;2478;2334;1978;2021;1015;982;
52740;2302;2325;1898;1987;1042;998;
52920;2231;2300;2164;2035;1038;1009;
53100;2483;2349;2099;2052;920;985;
53280;2164;2299;2084;2061;1061;1005;
53460;2348;2312;1856;2006;980;999;
53640;2274;2302;2099;2031;891;969;
53820;2299;2301;2091;2047;997;977;
54000;2366;2319;2174;2081;1033;992;
54180;2618;2400;2381;2162;894;966;
54360;2417;2404;2116;2150;866;939;
54540;2379;2397;2136;2146;1041;966;
54720;2452;2412;2053;2121;1030;984;
54900;2699;2490;2391;2194;763;924;
55080;2370;2457;2420;2255;910;920;
55260;2482;2464;2251;2254;916;919;
55440;2590;2498;2534;2330;752;874;
55620;2583;2521;2455;2363;842;865;
55800;2812;2600;2442;2385;973;894;
55980;2423;2552;2547;2429;890;893;
56160;2551;2552;2511;2451;841;879;
56340;2408;2513;2350;2424;744;843;
56520;2467;2500;2513;2448;902;859;
56700;2466;2491;2307;2410;961;886;
56880;2509;2496;2577;2455;902;891;
57060;2576;2518;2437;2450;879;887;
57240;2432;2494;2491;2461;935;900;
57420;2568;2514;2400;2445;831;882;
57600;2640;2548;2505;2461;785;855;
57780;2569;2554;2255;2405;994;893;
57960;2598;2566;2573;2451;833;877;
58140;2484;2544;2266;2401;800;856;
58320;2760;2602;2459;2416;856;856;
58500;2221;2499;2330;2393;997;894;
58680;2182;2413;2480;2417;913;899;
58860;2722;2497;2422;2418;994;925;
59040;2520;2503;2303;2387;1003;946;
59220;2536;2512;2437;2400;948;946;
59400;2632;2544;2370;2392;952;948;
59580;2630;2568;2304;2368;880;930;
59760;2682;2598;2518;2409;836;904;
59940;2643;2610;2468;2425;1046;943;
60120;2464;2571;2465;2436;850;918;
60300;2597;2578;2643;2492;920;918;
60480;2424;2536;2328;2447;938;924;
60660;2298;2472;2451;2448;885;913;
60840;2593;2505;2315;2412;894;908;
61020;2804;2586;2499;2436;859;895;
61200;2467;2554;2698;2507;667;833;
61380;2456;2527;2484;2501;864;842;
61560;2524;2526;2385;2469;734;812;
61740;2501;2519;2511;2481;958;852;
61920;2381;2482;2419;2464;815;842;
62100;2521;2493;2450;2460;943;869;
62280;2563;2512;2195;2389;880;872;
62460;2484;2504;2588;2442;868;871;
62640;2562;2520;2704;2513;764;842;
62820;2467;2506;2630;2545;879;852;
63000;2676;2552;2590;2557;773;831;
63180;2627;2572;2764;2613;730;803;
63360;2592;2577;2907;2692;789;800;
63540;2853;2652;3024;2782;813;803;
63720;2767;2683;3025;2848;870;821;
63900;2965;2759;2960;2878;874;836;
64080;2693;2741;2895;2883;822;832;
64260;3038;2821;3352;3009;863;840;
64440;2979;2864;3567;3160;719;808;
64620;2911;2877;3265;3188;822;811;
64800;2974;2903;3556;3288;739;792;
64980;3040;2940;3500;3345;873;814;
65160;2926;2936;3381;3355;879;831;
65340;3082;2976;3566;3412;830;831;
65520;2887;2952;3453;3423;777;816;
65700;2816;2915;3368;3408;807;814;
65880;2968;2929;3004;3299;765;801;
66060;3066;2966;3157;3261;980;849;
66240;3163;3019;2955;3178;706;810;
66420;3042;3026;3267;3202;667;772;
66600;3181;3068;3015;3152;691;750;
66780;3158;3092;2968;3102;761;753;
66960;3021;3073;3069;3093;819;771;
67140;2943;3038;2796;3013;749;765;
67320;2755;2961;2974;3002;831;783;
67500;3213;3029;2959;2991;860;804;
67680;3139;3059;3202;3048;819;808;
67860;3145;3082;3261;3105;753;793;
68040;3191;3112;3109;3106;722;774;
68220;3029;3089;3113;3108;748;767;
68400;3111;3095;2881;3047;700;749;
68580;3031;3078;2843;2992;774;756;
68760;3121;3089;2901;2967;790;765;
68940;2948;3051;3085;2999;966;819;
69120;2967;3028;3140;3037;762;804;
69300;2970;3013;3261;3098;659;765;
69480;3122;3042;2868;3036;836;784;
69660;3037;3041;2751;2959;735;771;
69840;3090;3054;2714;2893;749;765;
70020;3284;3116;2529;2794;812;778;
70200;3481;3215;2442;2699;849;797;
70380;3359;3254;2332;2600;891;822;
70560;3427;3301;2533;2582;860;832;
70740;3164;3264;2466;2551;828;831;
70920;3517;3332;2456;2525;836;833;
71100;3546;3390;2522;2524;968;869;
71280;3435;3402;2572;2537;742;835;
71460;3523;3435;2299;2473;924;859;
71640;3835;3543;2211;2402;997;896;
71820;3657;3574;2194;2346;919;902;
72000;3428;3534;2148;2292;836;884;
72180;3551;3539;2148;2253;870;881;
72360;3817;3614;2219;2244;812;862;
72540;3705;3639;2247;2245;829;853;
72720;3510;3604;2324;2266;918;871;
72900;3842;3668;2140;2232;849;865;
73080;3631;3658;2467;2296;793;845;
73260;3952;3738;2388;2321;924;867;
73440;3322;3625;2115;2265;819;854;
73620;4104;3755;2107;2222;885;862;
73800;4090;3845;1927;2143;866;863;
73980;3811;3836;1987;2101;870;865;
74160;3786;3822;2179;2122;757;836;
74340;3819;3822;1861;2051;1002;881;
74520;3894;3841;2132;2073;932;895;
74700;3704;3804;2169;2099;949;909;
74880;3989;3854;2035;2082;807;882;
75060;3760;3829;2115;2091;850;873;
75240;4067;3893;2216;2125;890;878;
75420;4028;3929;1935;2073;1067;929;
75600;3746;3880;2189;2105;1039;959;
75780;4020;3918;2131;2112;950;956;
75960;3688;3856;2133;2117;1003;969;
76140;3707;3816;1837;2042;762;913;
76320;4114;3896;2069;2049;858;898;
76500;3853;3884;1908;2011;928;906;
76680;4061;3932;2113;2039;848;890;
76860;4392;4056;2181;2077;846;878;
77040;3987;4038;2006;2058;1038;922;
77220;4120;4060;2034;2051;773;881;
77400;4208;4100;2084;2060;850;873;
77580;4204;4128;1828;1997;913;884;
77760;4227;4155;2005;2000;838;871;
77940;4584;4271;1917;1977;944;891;
78120;4396;4305;1803;1930;981;915;
78300;4010;4225;2028;1957;872;904;
78480;4086;4187;1804;1915;925;909;
78660;4385;4241;2063;1955;952;921;
78840;4096;4202;1925;1947;1063;959;
79020;4404;4256;1823;1914;923;949;
79200;4358;4284;1791;1880;1037;973;
79380;4505;4344;1701;1832;877;947;
79560;4762;4457;1846;1836;979;956;
79740;4591;4493;1713;1803;1123;1001;
79920;4251;4428;1955;1844;962;990;
80100;4415;4424;1800;1832;1022;999;
80280;4564;4462;1678;1790;944;984;
80460;4624;4506;1702;1766;854;949;
80640;4381;4472;1994;1828;1031;971;
80820;4668;4525;1773;1813;927;959;
81000;4419;4496;1853;1824;1152;1011;
81180;4918;4610;1837;1827;950;995;
81360;4533;4589;1738;1803;995;995;
81540;4683;4615;1946;1842;893;967;
81720;4347;4542;1813;1834;1003;977;
81900;4475;4524;1837;1835;1184;1033;
82080;4742;4583;1813;1829;963;1014;
82260;4442;4545;1908;1850;947;996;
82440;5008;4670;2173;1937;1079;1018;
82620;4791;4703;1916;1932;1015;1017;
82800;4970;4775;1981;1945;1184;1062;
82980;4938;4819;1989;1957;1021;1051;
83160;4989;4865;1959;1957;931;1019;
83340;4949;4888;1824;1921;964;1004;
83520;4442;4767;2160;1986;1062;1020;
83700;4584;4718;1949;1976;1086;1038;
83880;4304;4606;2021;1988;1117;1059;
84060;4702;4632;1881;1959;1038;1053;
84240;4591;4621;2064;1987;1151;1080;
84420;4600;4615;2052;2005;991;1056;
84600;4102;4477;2236;2067;1105;1069;
84780;4418;4461;2072;2069;1091;1075;
84960;4162;4380;2161;2094;1131;1090;
85140;4075;4298;2134;2104;1118;1098;
85320;3689;4133;2309;2160;1165;1116;
85500;4522;4238;2296;2197;1045;1097;
85680;4053;4188;2268;2216;1030;1079;
85860;3907;4112;2463;2283;1153;1099;
86040;3827;4035;2486;2338;1103;1100;
86220;3948;4012;2447;2367;1079;1094;
86400;5;2929;9;1730;0;799;
