SECOND;GOLD;GOLD_KALMAN;SILVER;SILVER_KALMAN;BRONZE;BRONZE_KALMAN;
28800;5401;5898;2262;2307;1824;1765;
28980;5683;5840;2101;2251;2046;1841;
29160;4413;5455;2019;2189;2330;1973;
29340;4784;5273;1930;2119;2308;2064;
29520;5127;5234;2264;2158;2233;2109;
29700;4341;4993;2032;2124;2166;2125;
29880;4682;4909;2031;2099;2138;2128;
30060;4777;4873;1971;2064;2023;2100;
30240;4504;4773;2123;2080;2416;2185;
30420;4156;4607;2068;2077;2643;2309;
30600;4567;4596;2204;2111;2464;2351;
30780;4101;4462;2444;2201;2758;2461;
30960;4140;4375;2242;2212;2548;2484;
31140;4225;4335;2311;2239;2869;2588;
31320;4064;4261;2378;2276;2863;2662;
31500;4173;4238;2157;2244;2957;2742;
31680;4106;4202;2335;2269;2954;2799;
31860;4142;4186;2280;2272;2891;2824;
32040;3969;4127;2389;2303;2870;2836;
32220;4019;4098;2498;2356;2802;2827;
32400;4473;4199;2328;2348;2990;2871;
32580;4068;4164;2198;2308;3089;2930;
32760;3990;4117;2548;2373;3364;3047;
32940;3893;4056;2361;2370;3149;3075;
33120;3969;4033;2299;2350;3598;3216;
33300;3692;3941;2485;2387;3273;3231;
33480;3724;3882;2335;2373;3384;3273;
33660;3605;3807;2346;2366;3364;3297;
33840;3906;3834;2440;2386;3295;3297;
34020;3798;3824;2574;2437;3529;3359;
34200;3778;3812;2492;2452;3456;3386;
34380;3747;3794;2402;2438;3401;3390;
34560;3891;3820;2473;2448;3178;3333;
34740;3930;3850;2657;2504;3279;3318;
34920;4179;3939;2662;2547;3246;3299;
35100;3826;3908;2530;2542;3400;3326;
35280;3930;3914;2638;2568;3485;3369;
35460;3582;3824;2591;2574;3269;3342;
35640;3824;3824;2438;2537;3409;3360;
35820;3796;3817;2464;2518;3377;3365;
36000;3672;3778;2429;2494;2831;3220;
36180;3628;3737;2947;2616;2197;2944;
36360;3526;3680;2688;2636;2478;2818;
36540;3314;3581;2750;2666;2440;2716;
36720;3114;3455;2614;2652;2496;2657;
36900;3425;3447;2699;2665;2386;2583;
37080;3352;3421;3137;2792;2547;2574;
37260;3259;3377;2781;2789;2279;2494;
37440;3270;3348;2899;2819;2243;2426;
37620;3150;3295;3041;2879;1991;2309;
37800;3145;3254;2968;2903;1738;2154;
37980;2883;3154;2844;2887;1729;2040;
38160;2774;3051;3209;2974;1587;1917;
38340;2638;2940;2798;2926;1667;1850;
38520;2964;2946;2914;2923;1738;1819;
38700;2890;2931;2876;2910;1864;1832;
38880;2721;2874;2925;2914;1816;1827;
39060;2730;2835;2993;2936;1767;1811;
39240;2917;2857;2949;2939;1952;1849;
39420;2950;2882;2835;2911;1769;1827;
39600;2841;2871;2963;2925;1802;1821;
39780;2695;2824;2875;2912;1766;1806;
39960;2978;2865;3262;3006;1727;1785;
40140;2771;2840;3077;3025;1744;1774;
40320;2800;2829;2812;2968;1787;1777;
40500;2920;2854;2954;2964;2079;1859;
40680;2870;2858;2941;2958;1790;1840;
40860;2677;2809;3040;2980;1801;1830;
41040;2721;2785;3039;2996;1677;1788;
41220;3178;2891;2520;2867;1596;1736;
41400;2697;2839;2976;2897;1529;1680;
41580;2832;2837;2761;2860;1793;1711;
41760;2723;2806;2842;2855;1646;1693;
41940;2912;2835;2594;2785;1523;1647;
42120;2710;2801;2602;2735;1506;1609;
42300;2835;2810;2727;2733;1495;1578;
42480;2737;2790;2715;2728;1546;1570;
42660;2780;2788;2509;2669;1690;1602;
42840;2708;2766;2683;2673;1686;1625;
43020;2745;2760;2666;2671;1592;1616;
43200;2498;2690;2529;2633;1491;1582;
43380;2599;2665;2359;2559;1444;1545;
43560;2457;2609;2350;2502;1504;1534;
43740;2612;2610;2562;2518;1460;1514;
43920;2533;2589;2145;2418;1291;1454;
44100;2478;2559;2206;2360;1304;1413;
44280;2414;2520;2290;2341;1278;1377;
44460;2445;2500;1831;2203;1178;1323;
44640;2385;2469;1903;2122;1238;1300;
44820;2108;2371;2057;2105;1224;1280;
45000;2154;2313;1848;2035;975;1197;
45180;2392;2334;2027;2033;1151;1185;
45360;2476;2372;2198;2078;1172;1181;
45540;2332;2361;1953;2044;1054;1147;
45720;2431;2380;2019;2037;972;1100;
45900;2262;2348;2056;2042;1199;1126;
46080;2616;2421;2253;2099;1073;1112;
46260;2427;2422;2086;2096;1029;1090;
46440;2754;2512;2225;2131;1057;1081;
46620;2580;2530;2136;2132;1113;1089;
46800;2670;2568;2252;2164;1076;1086;
46980;2691;2601;2417;2233;944;1048;
47160;2477;2568;2346;2263;1000;1035;
47340;2630;2585;2212;2249;1025;1032;
47520;2870;2662;2283;2259;1002;1024;
47700;2889;2723;2568;2342;898;990;
47880;2859;2760;2657;2427;853;953;
48060;2874;2791;2740;2512;804;913;
48240;3172;2894;2948;2630;810;885;
48420;3274;2996;3109;2759;783;857;
48600;3551;3146;3108;2853;793;840;
48780;3358;3203;3313;2978;734;811;
48960;3514;3287;3081;3005;758;797;
49140;3363;3308;3257;3073;718;776;
49320;3072;3244;3270;3127;862;799;
49500;3560;3329;3195;3145;918;831;
49680;3359;3337;3232;3169;736;805;
49860;3369;3346;3120;3155;839;814;
50040;3261;3323;3244;3179;767;802;
50220;3748;3438;3040;3142;815;805;
50400;3450;3441;3191;3155;849;817;
50580;3338;3413;3198;3167;693;784;
50760;3553;3451;3239;3186;652;748;
50940;3482;3459;3216;3194;821;768;
51120;3352;3430;3272;3215;734;759;
51300;3698;3503;2810;3106;782;765;
51480;3703;3557;2843;3035;844;786;
51660;3774;3615;2735;2954;848;803;
51840;4135;3756;2733;2894;797;801;
52020;4033;3831;2699;2841;1038;865;
52200;4415;3989;2384;2718;1013;905;
52380;4757;4196;2290;2602;849;890;
52560;4536;4288;2234;2503;871;885;
52740;4828;4434;2274;2441;803;863;
52920;4827;4540;2019;2327;1026;907;
53100;4766;4601;2383;2342;786;874;
53280;4771;4647;2201;2304;947;894;
53460;4814;4692;2368;2321;992;920;
53640;4926;4755;2226;2296;884;911;
53820;4842;4779;2362;2313;888;904;
54000;4756;4773;1936;2212;1170;976;
54180;5137;4871;2152;2195;1038;993;
54360;5343;4999;2329;2232;915;972;
54540;5163;5043;2236;2233;1155;1021;
54720;5557;5182;2121;2203;925;995;
54900;5203;5188;2140;2186;881;964;
55080;5292;5216;2104;2164;861;936;
55260;5257;5227;1999;2119;884;922;
55440;5290;5244;2250;2154;856;904;
55620;5852;5408;2047;2125;908;905;
55800;6459;5692;1962;2081;1162;975;
55980;6084;5798;2088;2083;1114;1012;
56160;5781;5793;2412;2172;1214;1067;
56340;5477;5708;2375;2227;1201;1103;
56520;5348;5611;2341;2258;1467;1201;
56700;5502;5581;2416;2300;1209;1203;
56880;5344;5517;2432;2336;1239;1213;
57060;5463;5503;2405;2355;1211;1212;
57240;5080;5388;2634;2430;1223;1215;
57420;4800;5229;2669;2495;1227;1218;
57600;4987;5164;2720;2556;1285;1236;
57780;4973;5112;2705;2596;1346;1266;
57960;4888;5052;2557;2585;1297;1274;
58140;4692;4955;2652;2603;1278;1275;
58320;4827;4920;2322;2527;1344;1294;
58500;4731;4869;2653;2561;1266;1286;
58680;4973;4897;2554;2559;1515;1348;
58860;4526;4797;2526;2550;1372;1355;
59040;5296;4932;2628;2571;1359;1356;
59220;4791;4894;2273;2491;1160;1303;
59400;4835;4878;2593;2518;1350;1316;
59580;4171;4687;2948;2634;1551;1379;
59760;4339;4593;3153;2775;1646;1451;
59940;4272;4506;3054;2850;1440;1448;
60120;4155;4411;3151;2931;1536;1472;
60300;4125;4334;3030;2958;1669;1525;
60480;4248;4311;3044;2981;1315;1468;
60660;3815;4177;3282;3062;1649;1517;
60840;3920;4107;3180;3094;1484;1508;
61020;4071;4098;2997;3068;1556;1521;
61200;3680;3985;3191;3101;1465;1506;
61380;4099;4016;3090;3098;1665;1549;
61560;3817;3962;3276;3146;1734;1599;
61740;3544;3849;2992;3105;1802;1654;
61920;3749;3822;2874;3042;1758;1682;
62100;3255;3669;2919;3009;1777;1708;
62280;3276;3563;2873;2972;2069;1805;
62460;3386;3515;2812;2929;1802;1804;
62640;3155;3418;2778;2888;2103;1885;
62820;3101;3332;2712;2841;1792;1860;
63000;3610;3407;2816;2834;1953;1885;
63180;3576;3453;2926;2859;1953;1903;
63360;3348;3424;2674;2809;1852;1890;
63540;3349;3404;2806;2808;2058;1935;
63720;3401;3403;2783;2801;1986;1949;
63900;3280;3370;2696;2773;2004;1964;
64080;3411;3381;2655;2741;2204;2029;
64260;3119;3310;2401;2649;2098;2047;
64440;2971;3219;2346;2567;2684;2219;
64620;3190;3211;2330;2503;2559;2311;
64800;3072;3173;2487;2499;2640;2400;
64980;2919;3105;2150;2405;3039;2573;
65160;2963;3066;2375;2397;3175;2735;
65340;2963;3038;2112;2320;2893;2778;
65520;2917;3006;2241;2298;2907;2813;
65700;3013;3008;2276;2292;3021;2869;
65880;2642;2909;2110;2243;2958;2893;
66060;2967;2925;2260;2248;2851;2882;
66240;2932;2927;2144;2220;2961;2903;
66420;2818;2897;2240;2225;2997;2928;
66600;2738;2854;2413;2276;2887;2917;
66780;2850;2853;2273;2275;2949;2926;
66960;2941;2877;2470;2328;2785;2888;
67140;2795;2855;2395;2346;2754;2852;
67320;3102;2922;2252;2321;2793;2836;
67500;2715;2866;2264;2305;2767;2817;
67680;2964;2892;2246;2289;2683;2781;
67860;2766;2858;2225;2272;3026;2847;
68040;2762;2832;2122;2231;2772;2827;
68220;2721;2802;2194;2221;2863;2837;
68400;2754;2789;2315;2247;3056;2896;
68580;3032;2855;2272;2253;2928;2905;
68760;2889;2864;2215;2243;3151;2971;
68940;2942;2885;2190;2229;2981;2974;
69120;3095;2942;2206;2223;2912;2957;
69300;2721;2882;2202;2217;3381;3072;
69480;2912;2890;2190;2210;3446;3173;
69660;2731;2847;1964;2143;3451;3248;
69840;2772;2827;2105;2133;3215;3239;
70020;2856;2835;2059;2113;3495;3308;
70200;2851;2839;2031;2091;3256;3294;
70380;2696;2800;2147;2106;3714;3408;
70560;2784;2796;1895;2049;3343;3390;
70740;2733;2779;2160;2079;3205;3340;
70920;2563;2721;2292;2137;3468;3375;
71100;2613;2692;2214;2157;3170;3319;
71280;2762;2711;2253;2183;3432;3350;
71460;2857;2750;2136;2171;2942;3240;
71640;2771;2756;1986;2121;2915;3152;
71820;2561;2703;2029;2096;2725;3037;
72000;2678;2696;2036;2080;2794;2971;
72180;2585;2666;2160;2101;2814;2929;
72360;2671;2668;1991;2072;2809;2896;
72540;2755;2691;2027;2060;2995;2923;
72720;2829;2728;2048;2056;2924;2923;
72900;2633;2703;2084;2064;2961;2933;
73080;2714;2706;1948;2033;2807;2899;
73260;2609;2680;2072;2043;3091;2951;
73440;2534;2640;2109;2061;2536;2839;
73620;2453;2590;2382;2148;2439;2731;
73800;2613;2596;2073;2128;2483;2664;
73980;2454;2558;1971;2085;2464;2610;
74160;2475;2535;2229;2124;2561;2597;
74340;2542;2537;2221;2150;2584;2593;
74520;2616;2558;2033;2119;2528;2576;
74700;2675;2590;2078;2108;2494;2554;
74880;2506;2567;2089;2103;2324;2492;
75060;2241;2479;2315;2160;2375;2460;
75240;2303;2432;2105;2145;2300;2417;
75420;2503;2451;2238;2170;2151;2345;
75600;2366;2428;2415;2236;2044;2264;
75780;2397;2420;2245;2239;2174;2239;
75960;2415;2418;2186;2224;2086;2198;
76140;2353;2401;2540;2310;2111;2174;
76320;2554;2442;2113;2257;2232;2190;
76500;2476;2451;2212;2245;2205;2194;
76680;2256;2399;2429;2294;1910;2117;
76860;2403;2400;2296;2295;1929;2066;
77040;2266;2364;2929;2466;1737;1977;
77220;2481;2395;2552;2489;1866;1947;
77400;2322;2376;2487;2489;1864;1925;
77580;2369;2374;2598;2518;1948;1931;
77760;2292;2352;2394;2485;1860;1912;
77940;2415;2369;2525;2496;1761;1871;
78120;2316;2355;2720;2556;1822;1858;
78300;2154;2300;2380;2509;1699;1815;
78480;2275;2293;2441;2490;1755;1799;
78660;2428;2330;2780;2569;1852;1813;
78840;2292;2320;2709;2607;1788;1806;
79020;2563;2385;2712;2635;1710;1780;
79200;2558;2432;2694;2651;1577;1725;
79380;2658;2493;2736;2674;1531;1673;
79560;2381;2463;2852;2722;1642;1665;
79740;2529;2481;2756;2731;1628;1655;
79920;2685;2536;2894;2775;1751;1681;
80100;2499;2526;2706;2756;1519;1637;
80280;2410;2495;2882;2790;1495;1599;
80460;2587;2520;2828;2801;1537;1582;
80640;2453;2502;2959;2843;1646;1599;
80820;2601;2528;2798;2831;1612;1603;
81000;2286;2463;2812;2826;1630;1610;
81180;2520;2478;2914;2850;1602;1608;
81360;2517;2489;2910;2866;1852;1674;
81540;2617;2523;3018;2907;1435;1609;
81720;2806;2600;2835;2888;1559;1596;
81900;2399;2546;2943;2903;1708;1626;
82080;2548;2546;2766;2866;1636;1629;
82260;2719;2593;3265;2974;1587;1617;
82440;2588;2592;3054;2995;1486;1582;
82620;2681;2616;3047;3009;1410;1535;
82800;2655;2626;3277;3082;1331;1480;
82980;2695;2645;3299;3140;1410;1461;
83160;2973;2734;3051;3116;1234;1400;
83340;2967;2797;2905;3059;1238;1356;
83520;3123;2885;2772;2982;1274;1334;
83700;2945;2901;3257;3056;1161;1287;
83880;3085;2951;3047;3054;1340;1301;
84060;2776;2904;3085;3062;1302;1302;
84240;2990;2927;2885;3014;1296;1300;
84420;2829;2900;2841;2967;1356;1315;
84600;2868;2892;3116;3008;1409;1341;
84780;2807;2869;3011;3008;1303;1330;
84960;3135;2941;3051;3020;1223;1301;
85140;2875;2923;3158;3057;1320;1306;
85320;2804;2891;3129;3077;1222;1284;
85500;2833;2875;3020;3061;1200;1261;
85680;2819;2860;2882;3013;1375;1292;
85860;2936;2881;3080;3031;1286;1290;
86040;2877;2880;2884;2991;1264;1283;
86220;2913;2889;3009;2996;1314;1291;
86400;6;2110;9;2189;4;944;
