3;1;0;0
3;1;1;0
3;1;2;0
3;1;3;0
3;2;3;0
3;3;3;0
3;3;3;1
3;3;3;2
3;3;3;3
16;3;2;3
16;3;1;3
16;3;1;2
16;2;1;2
16;2;1;1
292;1;1;1
425;2;1;1
430;1;1;1
491;2;1;1
706;1;1;1
1193;2;1;1
1384;1;1;1
