5130;1120;1174;2489;2370;1495;1474;
5160;1130;1162;2339;2361;1410;1457;
5190;1085;1141;2272;2337;1523;1475;
5220;1249;1170;2551;2395;1492;1479;
5250;1150;1165;2289;2366;1427;1465;
5280;1161;1164;2614;2433;1360;1437;
5310;1319;1206;2434;2433;1472;1446;
5340;1189;1201;2389;2421;1432;1442;
5370;1190;1198;2448;2429;1506;1460;
5400;1156;1187;2457;2436;1428;1451;
5430;1214;1194;2383;2422;1504;1465;
5460;1131;1177;2391;2414;1550;1488;
5490;1043;1141;2238;2366;1484;1487;
5520;1084;1126;2408;2377;1514;1494;
5550;1324;1179;2239;2340;1409;1471;
5580;1225;1192;2360;2345;1307;1427;
5610;1175;1187;2381;2355;1478;1441;
5640;1065;1154;2350;2354;1462;1446;
5670;1106;1141;2095;2284;1436;1444;
5700;1152;1144;2296;2287;1510;1462;
5730;1213;1163;2225;2270;1407;1447;
5760;1133;1155;2292;2276;1479;1456;
5790;1187;1163;2378;2304;1410;1443;
5820;1104;1147;2359;2319;1506;1460;
5850;1200;1162;2534;2377;1514;1475;
5880;1165;1162;2256;2344;1512;1485;
5910;1275;1193;2575;2407;1443;1474;
5940;1119;1173;2499;2432;1515;1485;
5970;1307;1209;2444;2435;1483;1484;
6000;1095;1178;2279;2393;1495;1487;
6030;1157;1173;2225;2347;1424;1470;
6060;1111;1156;2560;2405;1295;1423;
6090;1176;1161;2565;2448;1539;1454;
6120;1113;1148;2504;2463;1540;1477;
6150;1198;1162;2402;2447;1494;1482;
6180;1270;1191;2278;2401;1560;1503;
6210;972;1132;2535;2437;1544;1514;
6240;1179;1145;2563;2471;1415;1487;
6270;1335;1196;2273;2418;1479;1485;
6300;1159;1186;2398;2412;1413;1466;
6330;1128;1170;2403;2410;1491;1472;
6360;1083;1147;2134;2335;1483;1475;
6390;1240;1172;2295;2324;1500;1482;
6420;1183;1175;2502;2372;1611;1517;
6450;1154;1169;2245;2338;1499;1512;
6480;1155;1165;2386;2351;1473;1501;
6510;1264;1192;2318;2342;1413;1478;
6540;1091;1165;2364;2348;1517;1488;
6570;1060;1136;2190;2305;1526;1498;
6600;1152;1141;2449;2344;1525;1506;
6630;1321;1189;2310;2335;1546;1517;
6660;1314;1223;2169;2290;1500;1512;
6690;1228;1224;2478;2341;1379;1476;
6720;1058;1179;2310;2333;1474;1476;
6750;1291;1210;2268;2315;1652;1523;
6780;1232;1216;2358;2327;1456;1505;
6810;1048;1170;2143;2277;1364;1467;
6840;1184;1174;2152;2243;1369;1440;
6870;1190;1178;2379;2280;1552;1471;
6900;1125;1164;2204;2259;1501;1479;
6930;1013;1123;2419;2303;1447;1470;
6960;1149;1130;2389;2326;1523;1484;
6990;1122;1128;2398;2345;1326;1442;
7020;1227;1155;2322;2339;1459;1446;
7050;1013;1116;2479;2377;1522;1467;
7080;1107;1114;2424;2390;1402;1449;
7110;1170;1129;2243;2350;1473;1456;
7140;1080;1116;2297;2336;1424;1447;
7170;1158;1127;2280;2321;1562;1478;
7200;1147;1133;2370;2334;1512;1487;
7230;1184;1146;2433;2361;1399;1463;
7260;1175;1154;2433;2380;1544;1485;
7290;1160;1156;2327;2366;1511;1492;
7320;1011;1117;2477;2396;1534;1503;
7350;1254;1154;2337;2380;1456;1491;
7380;1093;1137;2283;2354;1392;1464;
7410;1124;1134;2220;2318;1393;1445;
7440;1112;1128;2473;2360;1517;1464;
7470;1193;1145;2445;2383;1565;1492;
7500;1042;1118;2432;2396;1596;1520;
7530;1188;1137;2437;2407;1371;1480;
7560;1078;1121;2237;2361;1407;1460;
7590;1077;1109;2453;2386;1414;1448;
7620;934;1062;2248;2349;1470;1454;
7650;1252;1113;2201;2309;1352;1426;
7680;1215;1141;2371;2326;1442;1430;
7710;1077;1123;2224;2298;1449;1435;
7740;1099;1117;2502;2353;1304;1400;
7770;1135;1122;2353;2353;1675;1474;
7800;1215;1147;2244;2324;1372;1447;
7830;1125;1141;2130;2271;1467;1452;
7860;1218;1162;2305;2280;1498;1465;
7890;1163;1162;2411;2316;1444;1459;
7920;1179;1167;2246;2297;1333;1425;
7950;1099;1148;2455;2340;1314;1395;
7980;1201;1163;2479;2377;1438;1407;
8010;1044;1131;2397;2383;1594;1457;
8040;1108;1124;2406;2389;1464;1459;
8070;1117;1122;2307;2367;1460;1459;
8100;1213;1147;2484;2398;1500;1470;
8130;1209;1164;2288;2369;1509;1481;
8160;1139;1157;2340;2361;1425;1466;
8190;1163;1159;2335;2354;1407;1450;
8220;1253;1184;2374;2359;1557;1479;
8250;1136;1171;2332;2352;1550;1498;
8280;1105;1153;2266;2329;1500;1499;
8310;1152;1153;2294;2319;1405;1473;
8340;1236;1175;2244;2299;1438;1464;
8370;1222;1188;2237;2282;1603;1501;
8400;1314;1222;2375;2307;1245;1432;
8430;1164;1206;2239;2289;1491;1448;
8460;1166;1195;2179;2259;1491;1460;
8490;1254;1211;2341;2281;1400;1444;
8520;1156;1196;2311;2289;1610;1488;
8550;1241;1208;2422;2325;1483;1487;
8580;1122;1185;2384;2341;1348;1449;
8610;1210;1192;2239;2313;1508;1465;
8640;1075;1160;2198;2282;1340;1431;
8670;1308;1200;2216;2264;1443;1435;
8700;1216;1204;2348;2287;1396;1424;
8730;944;1134;2377;2311;1587;1468;
8760;1080;1119;2232;2290;1411;1453;
8790;1029;1095;2478;2341;1546;1478;
8820;1294;1149;2288;2326;1343;1441;
8850;1237;1173;2178;2286;1484;1453;
8880;1231;1188;2361;2307;1468;1457;
8910;1014;1141;2396;2331;1502;1469;
8940;1095;1129;2339;2333;1523;1484;
8970;1031;1102;2697;2431;1378;1455;
9000;1150;1115;2512;2453;1470;1459;
9030;1166;1129;2401;2439;1363;1433;
9060;1268;1167;2467;2447;1520;1457;
9090;970;1113;2300;2407;1398;1441;
9120;1143;1121;2422;2411;1500;1457;
9150;1294;1168;2224;2361;1602;1496;
9180;1157;1165;2362;2361;1467;1488;
9210;1048;1133;2362;2361;1375;1458;
9240;1238;1162;2268;2336;1344;1427;
9270;1089;1142;2327;2334;1345;1405;
9300;1146;1143;2527;2386;1618;1462;
9330;994;1103;2228;2343;1452;1460;
9360;1165;1120;2488;2382;1506;1472;
9390;1085;1110;2138;2316;1450;1466;
9420;1162;1124;2391;2336;1467;1466;
9450;1176;1138;2269;2318;1620;1508;
9480;1163;1145;2265;2304;1421;1484;
9510;1225;1167;2314;2307;1319;1440;
9540;1197;1175;2613;2389;1554;1471;
9570;1105;1156;2224;2345;1301;1425;
9600;1200;1168;2301;2333;1391;1416;
9630;1183;1172;2428;2359;1540;1449;
9660;1168;1171;2282;2338;1394;1434;
9690;1218;1184;2306;2329;1557;1467;
9720;1208;1190;2490;2373;1444;1461;
9750;1124;1172;2550;2421;1470;1464;
9780;1113;1156;2331;2396;1624;1507;
9810;1166;1159;2481;2419;1528;1513;
9840;1078;1137;2553;2455;1361;1472;
9870;1255;1169;2125;2366;1385;1448;
9900;1138;1161;2239;2332;1411;1438;
9930;1102;1145;2299;2323;1544;1467;
9960;1039;1116;2221;2295;1401;1449;
9990;1072;1104;2343;2308;1577;1484;
10020;1230;1138;2465;2351;1470;1480;
10050;1185;1151;2264;2327;1465;1476;
10080;1096;1136;2580;2395;1567;1500;
10110;1151;1140;2193;2341;1538;1511;
10140;1252;1170;2193;2301;1429;1489;
10170;1173;1171;2316;2305;1363;1455;
10200;1245;1191;2291;2301;1361;1429;
10230;1186;1190;2221;2280;1367;1413;
10260;1108;1168;2289;2282;1597;1462;
10290;1292;1201;2548;2354;1568;1491;
10320;1108;1176;2314;2343;1419;1471;
10350;984;1124;2271;2324;1303;1426;
10380;1306;1173;2410;2347;1396;1418;
10410;1283;1203;2327;2342;1492;1438;
10440;1146;1188;2740;2449;1495;1453;
10470;1159;1180;2430;2444;1452;1453;
10500;1239;1196;2271;2397;1238;1395;
10530;1103;1171;2374;2391;1444;1408;
10560;1156;1167;2287;2363;1290;1376;
10590;1205;1177;2378;2367;1529;1418;
10620;1148;1169;2436;2386;1557;1455;
10650;1057;1139;2367;2381;1489;1464;
10680;1086;1125;2261;2348;1510;1477;
10710;1157;1133;2297;2334;1530;1491;
10740;1095;1123;2378;2346;1376;1460;
10770;1174;1137;2253;2321;1444;1456;
10800;1109;1129;2378;2336;1423;1447;
10830;1216;1153;2337;2337;1376;1428;
10860;1317;1197;2214;2303;1579;1469;
10890;1168;1189;2381;2324;1395;1449;
10920;1055;1153;2384;2341;1374;1429;
10950;1032;1120;2423;2363;1519;1453;
10980;1355;1184;2400;2373;1524;1472;
11010;1100;1161;2364;2370;1573;1499;
11040;1240;1182;2362;2368;1426;1480;
11070;1297;1213;2294;2348;1545;1497;
11100;1170;1202;2139;2292;1360;1460;
11130;1123;1180;2229;2275;1354;1431;
11160;1105;1160;2372;2301;1298;1395;
11190;1177;1165;2162;2263;1375;1390;
11220;1127;1154;2416;2305;1499;1419;
11250;1085;1136;2239;2287;1469;1433;
11280;1251;1167;2203;2264;1521;1457;
11310;1109;1151;2548;2341;1748;1535;
11340;1000;1110;2392;2355;1535;1535;
11370;196;863;274;1793;217;1179;
